seq,Credit_Default,BE_SCORE_ON_OD,BNI_SCORE_ON_OD,BUSAGE,BUSSTRUC,MAXLINEUTIL,AVGLINEUTIL12,MAXLINEBALRT,MAXTIMESLBAL12,DAYSDELQ,TOTDAYSDELQ12,TOTACBAL,MAXDELQ,TOTDELQ12,DEPOSITRT,AVGDEPRT12,ALL_OPEN_TRADE_UT,BR_OPEN_TRADE_UT,BR_TRADE_PAST_DUE
9,0,773,966,38,1,,,,,0,0,,,,,,1,1,1
8,0,715,947,128,1,0,0.417416,0.6933,0,0,0,3959.97,0,0,3.5555,2.949,37,37,0
10,0,763,959,71,1,,,,,,0,,,,,,5,6,0
7,0,744,959,83,1,,,,,0,0,,,,,,58,61,0
6,0,750,965,95,1,,,,,0,0,,,,,,24,2,0
5,0,750,959,78,1,0,0,0,0,0,0,,,,,,23,23,0
4,0,0,946,90,1,0,0,0.0339,0,0,0,,,,,,48,,
8,0,766,972,21,4,0,0,0,0,0,0,,,,,,33,,0
6,0,794,965,134,1,0,0.106933,0.1781,1,0,0,1122.1,0,0,60.8787,23.3817,18,11,0
4,0,739,962,27,1,0.9796,0.9638,1.0746,4,0,0,73473.09,0,0,0.3358,0.2813,37,10,0
2,0,759,963,39,1,0.9843,0.978241,1.0384,10,0,0,88588.66,0,0,0.3044,0.2938,27,11,0
4,0,734,954,57,2,0.4231,0.462208,0.5192,0,0,0,16925.44,0,0,0.3591,0.3228,96,18,0
7,0,729,742,13,2,0.5535,0.60478,0.5666,0,0,0,16605.74,0,0,0.7556,0.9216,33,40,0
3,0,747,847,25,2,0.9284,0.710866,0.9725,1,0,0,27853.17,0,0,0.2902,0.6233,40,55,0
8,0,526,196,217,4,0.7964,0.63691,1.0013,1,0,0,8362.77,0,0,2.5282,2.0881,78,68,0
7,0,536,337,229,4,0.8617,0.716454,1.0037,7,0,0,9048.73,0,0,2.1482,3.2022,90,72,0
8,0,682,898,27,1,0,0,0,0,0,0,,,,,,41,41,0
4,0,784,960,127,1,0,0,0,0,0,0,,,,,,15,36,0
5,0,774,931,139,1,0,0.0622,0.0622,0,0,0,3113.6,0,0,0,0,49,99,0
5,0,778,968,127,1,,,,,0,0,,,,,,9,5,0
10,0,833,972,139,1,,,,,,0,,,,,,1,1,0
4,0,670,179,50,1,0,0.812266,0.7694,4,0,0,5823.67,0,0,8.2922,3.0641,75,84,0
7,0,706,622,62,1,0,0.446425,0,0,0,0,1482.79,0,0,21.8444,5.5433,59,72,0
5,0,766,973,274,1,0.3144,0.480572,0.3144,0,0,0,12577.21,0,0,0.5762,1.1511,76,78,0
5,0,769,947,202,2,0,0,0,0,0,0,,,,,,59,8,0
8,0,741,885,48,1,0,0,0.1234,3,0,0,,,,,,41,23,0
7,0,607,837,12,3,0.7825,0.805858,0.9031,3,0,0,31302.53,0,1,0.1916,0.1508,91,99,0
4,0,713,964,24,3,0.974,0.920316,0.974,5,0,0,48701.2,0,0,0.1437,0.1791,40,42,0
5,0,742,963,36,3,0.9622,0.884408,0.9622,4,0,0,48111.44,0,1,0.1454,0.1778,23,2,0
3,0,773,937,14,2,0.8602,0.597425,0.8602,1,0,0,86027.77,0,0,0.3001,0.8647,67,33,0
4,0,797,965,38,2,0.6407,0.704475,0.6407,0,0,0,64079.41,0,0,1.3826,1.0763,70,51,0
4,0,763,937,50,2,0.7666,0.565383,0.9564,0,0,0,76665.37,0,0,0.7189,1.1514,56,83,0
6,0,782,971,97,1,0,0,0,0,0,0,,,,,,3,3,0
10,0,817,973,109,1,0,0,0,0,0,0,,,,,,4,4,0
5,0,778,960,121,1,0,0,0,0,0,0,,,,,,19,8,0
4,0,799,928,561,4,0.7974,0.766425,0.82,0,0,0,79747.29,0,0,0.1047,0.1164,30,30,0
3,0,647,714,12,1,,,,,0,0,,,,,,89,88,0
7,0,754,965,49,2,0,0.190185,0,0,0,0,1818.75,0,0,7.5379,0.7828,66,55,0
6,0,663,921,391,3,0.2415,0.2031,0.2415,0,0,0,24156.03,0,0,0.4543,0.3148,65,73,0
9,0,816,968,403,3,0.6734,0.461708,0.6878,0,0,0,67342.2,0,0,0.2474,0.3545,2,,0
4,0,775,960,47,2,0.3832,0.160455,0.3832,0,0,0,7664.64,0,2,0.0027,0.0872,19,10,0
3,0,751,938,59,2,0.2928,0.265191,0.2928,0,0,0,5857.68,0,4,0.0857,0.5074,32,32,0
9,0,668,557,37,1,0.5009,0.474387,0.7579,1,0,0,6262.39,0,0,40.3267,24.9109,72,101,0
9,0,640,824,119,1,,0.782355,,0,,0,25181.44,0,0,0.4786,0.5039,21,56,0
6,0,635,951,131,1,0.9068,0.888254,0.9142,0,0,0,27206.71,0,0,0.3323,0.3763,30,44,0
5,0,0,969,30,2,0.8134,0.683636,0.8134,0,0,0,36604.53,1,5,0,0.4482,,,
7,0,721,823,339,1,1.0063,0.937058,1.0063,10,0,0,60382.92,0,0,0.233,0.7553,77,101,0
9,0,717,923,55,1,0.984,0.945575,0.9853,1,0,0,19680.16,0,0,0.6408,0.613,57,57,0
3,0,779,963,67,1,0.8844,0.9084,0.9983,2,0,0,35378.44,0,0,0.3873,0.5643,73,74,0
4,0,790,968,48,1,,,,,0,0,,,,,,0,0,0
10,0,694,947,112,4,,0.19296,,0,0,0,1370.19,1,2,0,0.6045,69,62,0
2,0,766,957,36,2,0.2247,0.218508,0.2906,0,0,0,22474.43,0,0,0.4555,0.4699,,,
2,0,689,973,47,1,0.9046,0.748308,0.9963,0,0,0,90462.77,0,0,0.7205,0.459,33,34,0
4,0,807,969,159,1,0.8915,0.430733,0.8915,0,0,0,89153.09,0,0,1.2751,3.7219,1,,0
2,0,744,945,171,1,0.9525,0.970783,1.0502,10,0,0,95256.59,0,0,1.7096,1.2175,0,,0
5,0,788,960,28,1,0,0.0538,1.386,2,0,0,430.42,0,0,172.6533,172.6533,43,25,0
10,0,744,942,163,3,0.4568,0.232016,0.4746,0,0,0,45685.85,0,0,0.0903,0.6502,26,28,0
2,0,759,953,91,1,0,0.8287,0.0677,1,0,0,,,,,,54,1,0
6,0,782,968,103,1,0.2981,0.19635,0.2981,0,0,0,8944.74,0,0,2.9114,3.4965,36,6,0
6,0,759,968,116,1,0,0.770266,0.1776,0,0,0,36269.89,0,0,0.8038,0.5447,58,2,0
4,0,745,966,128,1,0,0.282166,0,0,0,0,13123.58,0,0,4.3682,2.5061,43,17,0
6,0,726,963,32,1,0,0,0,0,0,0,,,,,,51,14,0
7,0,725,962,44,1,0,0,0,0,0,0,,,,,,40,14,0
6,0,799,965,222,1,0,0.615025,0.7206,2,0,0,12905.85,0,0,2.254,3.6218,0,0,0
4,0,794,968,234,1,0,0.4667,0,0,0,0,12599.79,0,0,2.6392,4.4606,4,4,0
3,0,735,936,246,1,0,1.472814,1.7035,6,0,0,34070.23,0,0,0.9376,1.0994,85,85,0
10,0,764,949,258,1,0,0,0,0,0,0,,,,,,25,25,0
9,0,738,961,71,4,0,0.1705,0,0,0,0,1267.74,0,0,3.4586,1.4485,5,5,0
6,0,633,949,50,1,0.5762,0.435171,0.6751,1,0,0,10527.85,0,0,2.1071,2.2732,90,90,0
10,0,707,934,57,2,0.9177,0.689575,0.9177,1,0,0,18354.39,0,0,2.1695,5.2086,80,0,0
6,0,622,937,27,1,0.2258,0.36694,0.2258,0,0,0,6776.33,0,0,0.2865,4.8283,89,89,0
4,0,704,937,213,1,0.8674,0.605009,0.8976,0,0,0,39033.38,0,1,0.0462,0.0823,43,42,0
2,0,732,908,225,1,1.001,0.9773,1.001,3,0,0,45045.76,0,0,0.0592,0.066,67,98,0
3,0,710,930,237,1,1.0031,0.99745,1.0031,8,0,0,45140.3,0,1,0.1052,0.0875,21,13,0
2,0,719,964,139,2,0,0,0,0,0,0,,,,,,78,82,0
10,0,651,914,12,2,0.1958,0.29306,0.3186,0,0,0,4897.26,0,0,4.7006,3.282,82,84,0
5,0,679,936,12,2,,,,,0,0,,,,,,39,61,0
7,0,682,898,24,2,,,,,0,0,,,,,,27,68,0
5,0,686,753,12,1,,,,,0,0,,,,,,72,51,0
9,0,779,964,24,1,0,0,0,0,0,0,,,,,,50,40,0
3,0,682,948,36,1,0,0.1076,0.6038,0,0,0,645.72,0,0,20.8143,20.8143,33,35,0
10,0,753,960,48,1,0,0.1206,0,0,1,0,723.62,0,0,5.1235,5.1235,79,88,0
10,0,808,970,65,1,0,0,0,0,0,0,,,,,,0,0,0
4,0,828,972,77,1,0,0.358025,0,0,0,0,8196.12,0,0,2.2407,5.7515,,,
8,0,681,935,12,2,,,,,0,0,,,,,,55,60,0
6,0,746,956,24,2,,,,,,0,,,,,,50,51,0
4,0,754,959,36,2,,,,,0,0,,,,,,42,42,0
2,0,699,202,91,1,0.9034,0.871941,0.991,0,0,0,54204.47,0,0,0.2012,0.1516,71,78,0
5,0,707,812,103,1,0.0091,0.661045,0.0091,0,0,0,547.18,0,1,1.4968,0.1223,40,39,0
8,0,661,653,115,,0.9877,0.937333,0.9935,0,0,0,74081.88,0,0,0.0124,0.3234,71,,0
4,0,675,916,84,1,0,0,0,0,0,0,,,,,,60,83,0
4,0,594,354,496,2,1.0077,0.858458,1.0077,1,0,0,20154.51,3,10,0,0.0067,79,101,0
10,0,787,958,70,1,0.0951,0.240025,0.1237,0,0,0,4759.52,0,0,0.8324,1.1757,89,96,0
7,0,817,969,,,0,0.6996,0,0,0,0,,,,,,5,5,0
9,0,782,967,139,2,0.0196,0.04975,0.0196,0,0,0,982.52,2,8,0,0.2528,0,0,0
6,0,707,941,150,1,0.1006,0.293925,0.2934,0,0,0,22135.31,1,1,0,0.5321,47,65,0
3,0,710,942,41,1,0.4039,0.42029,0.7336,2,0,0,12117.88,0,0,3.2177,3.0872,87,95,0
9,0,622,955,47,1,0,0.19485,0.4649,0,0,0,12778.36,0,0,9.1549,10.4255,2,2,0
6,0,681,944,151,1,0,0,0,0,0,0,,,,,,34,5,0
6,0,704,907,42,4,0,0.8838,0.1673,0,0,0,44191.39,0,0,1.2808,1.2808,41,34,0
3,0,611,658,54,4,0.6749,0.412627,0.6867,0,0,0,40498.81,0,0,0.4057,2.0626,54,54,0
8,0,620,215,66,4,0.5018,0.491816,0.5018,0,0,0,30108.46,0,3,0.5321,0.359,64,84,0
6,0,686,925,73,1,0,0,0,0,0,0,,,,,,39,1,0
5,0,746,966,85,1,0.4274,0.3783,0.4582,0,0,0,32059.13,2,2,0.3889,0.4934,17,8,0
3,0,772,964,12,1,,,,,0,0,,,,,,65,17,0
10,0,591,877,137,1,0.7315,0.602727,0.7315,0,0,0,54865.31,0,0,0.9152,2.4581,37,19,0
8,0,806,971,44,2,0.0722,0.201763,0.0849,0,0,0,722.85,0,0,0.739,0.6754,0,0,0
4,0,612,850,99,4,0.2455,0.36341,0.4348,0,0,0,12277.18,0,0,2.7373,1.8694,80,77,0
7,0,655,953,46,2,1.0039,0.911928,1.0039,7,0,0,50198.59,0,0,0.2673,0.489,34,68,0
10,0,798,965,99,1,0,0.3421,0,0,0,0,11974.29,0,0,0.2766,0.2766,35,35,0
9,0,805,972,111,1,0,0.05525,0.0264,0,0,0,724.66,0,0,0.2059,1.6954,24,24,0
10,0,648,859,222,1,0.9545,0.909925,0.9545,0,0,0,14318.67,1,2,0,0.053,70,70,0
4,0,715,955,114,1,0.3524,0.2325,0.3524,0,0,0,8811.47,0,1,3.8529,6.6151,95,,
10,0,765,959,80,2,0.0566,0.632058,0.0615,0,0,0,5661.91,0,1,0.6978,0.2787,25,25,0
8,0,764,961,262,1,,,,,0,0,,,,,,41,61,0
3,0,753,968,40,1,0,0,0,0,0,0,,,,,,19,19,0
5,0,737,889,22,1,0,0,0.4536,0,0,0,,,,,,76,69,0
6,0,656,465,17,2,0.9014,0.924741,0.9498,6,0,0,7211.38,0,0,2.0474,2.0098,98,98,0
2,0,717,612,12,2,0.3125,0.54985,0.3676,1,0,0,7812.68,0,0,2.8545,1.9864,41,10,0
8,0,714,933,24,2,0,0.53085,0,0,0,0,5846.3,0,0,4.6707,1.5944,74,48,0
2,0,740,944,64,2,0,0.4303,0,0,0,0,2582.09,0,0,1.5164,1.5164,54,53,0
5,0,670,830,327,1,0.7633,0.806841,0.9038,1,0,0,76339.62,0,0,0.8585,0.5968,69,72,0
4,0,651,739,48,1,0,0,0,0,0,0,,,,,,83,98,0
10,0,757,958,54,1,0.5728,0.541622,0.6328,0,0,0,57289.6,0,0,0.4174,0.2971,93,,
9,0,654,897,12,2,0,0.515733,0.5132,1,0,0,2746.25,0,0,4.0211,1.769,73,77,0
4,0,721,898,24,1,0,0.2437,0,0,0,0,2241.39,0,0,5.1587,8.7083,7,5,0
8,0,801,974,180,2,0.0135,0.018533,0.028,0,0,0,677.07,0,0,5.6271,2.2605,,,
4,0,737,960,170,3,,,,,0,0,,,,,,74,74,0
6,0,757,970,182,3,,,,,0,0,,,,,,6,7,0
4,0,729,940,242,1,0.399,0.220912,0.4255,0,0,0,12768.96,0,0,0.2594,2,61,62,0
5,0,764,958,24,2,0.6176,0.324262,0.6176,1,0,0,37060.48,1,1,0,0.1055,54,61,0
5,0,740,964,67,1,0,0.1952,0.1565,0,0,0,3124.28,0,0,14.456,5.4515,33,33,0
4,0,707,973,191,1,0,0,0,0,0,0,,,,,,1,2,0
4,0,753,962,162,4,1.0048,0.93451,1.0048,2,0,0,50233.89,0,0,0.0597,0.0669,7,9,0
10,0,616,526,113,2,,,,,0,0,,,,,,101,106,0
5,0,652,458,125,2,,,,,0,0,,,,,,77,79,0
7,0,690,955,80,1,,,,,0,0,,,,,,64,90,0
9,0,673,932,92,1,0,0.37212,0.7235,0,0,0,1317.36,0,0,13.5257,14.401,82,98,0
10,0,675,912,104,1,0.1234,0.444,1.2749,4,0,0,493.66,0,0,39.5635,8.5376,93,97,0
2,0,711,969,41,1,0,0.1765,0,0,0,0,7944.25,0,0,0,0,3,3,0
9,0,716,809,53,1,0.425,0.696625,0.425,0,0,0,31882.31,0,1,0.0084,0.2214,33,34,0
5,0,748,960,65,1,0.5871,0.530208,0.899,0,0,0,44035.92,0,1,1.437,0.4622,24,24,0
7,0,682,802,47,1,0,0,0,0,0,0,,,,,,56,56,0
3,0,779,954,260,1,0,0,0,0,0,0,,,,,,44,44,0
2,0,742,950,151,1,,,,,1,0,,,,,,35,20,0
10,0,714,921,322,4,0.953,0.49085,0.9575,0,0,0,42885.93,0,2,0.0116,0.0127,93,97,0
5,0,836,969,247,5,0,0,0,0,0,0,,,,,,9,10,0
2,0,826,971,259,5,0,0,0,0,0,0,,,,,,5,5,0
7,0,826,971,271,5,0,0,0,0,0,0,1.37,0,0,0,0,56,49,0
9,0,784,970,58,1,0.0907,0.287233,0.5575,0,0,0,9071.81,0,0,21.5453,3.6157,31,31,0
8,0,780,959,202,1,0,0.4163,0,1,0,0,5095.59,0,0,35.292,3.3683,18,21,0
3,0,695,960,19,1,0,0.0717,0,0,0,0,,,,,,15,12,0
8,0,805,976,43,1,0.008,0.008,0.008,0,0,0,400.99,0,0,59.2733,59.2733,6,6,0
10,0,787,972,55,1,0,0.2614,0,0,0,0,770.05,0,0,35.6421,1.5682,82,82,0
4,0,704,890,53,1,0.5414,0.582183,0.8252,0,0,0,40605.07,0,0,3.1799,1.8079,86,65,0
2,0,816,970,328,2,0,0,0.0299,0,0,0,,,,,,9,9,0
2,0,702,889,46,1,,,,,0,0,,,,,,54,20,0
6,0,784,969,77,1,0.381,0.539742,0.68,0,0,0,28576.46,0,1,1.0424,0.4158,46,14,0
7,0,788,968,89,1,0,0.20268,0,0,0,0,5856.08,0,0,2.1487,1.3567,70,45,0
9,0,793,958,101,1,0,0,0,0,0,0,,,,,,68,12,0
3,0,694,908,83,3,0.8666,0.59834,0.8879,0,0,0,21665.2,0,0,2.7682,4.1079,41,32,0
3,0,720,954,95,3,0.8062,0.668733,0.9174,0,1,0,22935.69,0,0,2.1995,3.2531,92,83,0
6,0,781,959,330,1,0.8822,0.76528,0.9712,0,0,0,52937.48,0,1,0.205,0.0812,69,20,0
3,0,757,964,40,1,0.8074,0.580062,0.8074,0,0,0,36333.41,0,0,0.1399,0.1434,12,12,0
3,0,733,948,52,1,0.8099,0.809008,0.8457,0,0,0,36447.46,0,0,0.1741,0.1812,61,20,0
7,0,761,945,76,1,0.7259,0.7335,0.8004,0,0,0,32667.27,0,0,0.2258,0.2639,62,30,0
3,0,706,900,,,0.137,0.137,0.137,0,0,0,,,,,,11,11,0
8,0,783,952,177,1,0,0,0,0,0,0,,,,,,17,11,0
3,0,781,938,189,1,0,0,0,0,0,0,,,,,,25,10,0
7,0,775,969,102,1,0,0,0,0,0,0,,,,,,24,12,0
4,0,562,835,67,1,,,,,0,0,,,,,,78,91,1
9,0,658,817,59,1,0.9185,0.728627,0.9458,0,0,0,32147.83,0,0,0.23,0.5218,84,45,0
10,0,713,957,13,3,,,,,0,0,,,,,,82,58,0
3,0,780,965,25,3,,,,,0,0,,,,,,81,58,0
8,0,768,965,37,3,,,,,0,0,,,,,,76,57,0
10,0,811,971,385,4,0.0104,0.041888,0.0136,0,0,0,1040.71,0,0,1.8383,0.5604,32,,0
8,0,666,945,145,3,,,,,0,0,,,,,,93,92,0
4,0,685,945,157,3,,,,,0,0,,,,,,73,92,0
6,0,747,843,137,1,,,,,0,0,,,,,,39,39,0
6,0,637,118,47,1,0.4204,0.395375,0.4536,0,0,0,25229.26,0,0,1.6533,2.1014,75,74,0
9,0,793,963,28,1,0.0652,0.0652,0.0652,0,0,0,1956.84,0,0,13.5355,13.5355,52,7,0
2,0,773,950,40,1,0.3705,0.541066,0.6593,0,0,0,11117.61,0,0,1.4098,0.8731,46,26,0
8,0,765,962,60,1,0,0.2104,0,0,0,0,15786.9,0,0,4.7965,4.7965,0,0,0
4,0,739,861,206,1,0.3372,0.2867,0.7646,2,0,0,25292.05,0,0,11.7119,12.1304,80,80,0
2,0,749,960,52,1,,,,,29,0,,,,,,58,42,0
3,0,665,825,21,1,0,0.36,0.787,0,0,1,1195.13,0,0,7.1121,13.1905,71,69,0
6,0,777,965,348,3,0,0.46718,0.8604,3,0,0,24190.62,0,0,2.5856,1.7424,22,22,0
9,0,760,956,360,3,0,0.2302,0.396,0,0,0,369.71,0,0,166.2458,5.2366,41,4,0
2,0,744,909,105,2,0.9885,0.986991,1.0011,8,0,0,40047.39,1,7,0,0.0095,29,20,0
7,0,659,860,126,1,0.8535,0.448366,1.2258,8,0,0,42677.82,0,0,3.448,6.2303,54,80,0
6,0,689,915,138,1,0.8084,0.598309,1.0372,11,0,0,40420.01,0,0,3.4779,4.8335,53,40,0
10,0,652,848,150,1,0.5429,0.596511,0.9059,8,0,0,27149.38,0,0,6.1666,5.1161,72,70,0
8,0,640,930,131,1,0.8622,0.802983,0.9929,0,0,0,64670.69,0,0,0.5339,0.4419,1,2,0
9,0,672,890,280,1,0.8165,0.699527,0.8317,1,0,0,48995.06,0,0,1.0391,1.0807,57,57,0
7,0,625,479,40,1,0.9285,0.7615,0.9719,3,0,0,27856.51,0,0,0.2756,0.2406,59,53,0
2,0,780,962,362,1,0,0,0,0,0,0,,,,,,14,15,0
2,0,780,949,135,2,0,0.357088,0.8401,0,0,0,50410.81,0,0,0.5913,1.6762,27,20,0
3,0,801,973,147,2,0.792,0.40137,0.792,0,0,0,47524.4,0,0,1.0518,1.776,7,5,0
4,0,788,970,159,2,0.6659,0.722433,0.6758,0,0,0,66594.19,0,0,0.7304,0.7976,57,2,0
8,0,749,964,58,1,0,0,0,0,0,0,,,,,,25,25,0
9,0,755,968,70,1,0,0.1307,0,0,0,0,9420.38,0,0,3.9942,2.2073,24,24,0
8,0,811,966,82,1,0,0,0,0,0,0,,,,,,41,41,0
7,0,761,964,22,3,,,,,0,0,,,,,,71,27,0
5,0,743,964,34,3,,,,,0,0,,,,,,72,72,0
9,0,673,966,55,2,1.1192,0.54395,1.1192,2,0,0,4476.86,0,0,1.8439,3.537,56,42,0
5,0,692,440,82,1,0.1179,0.702683,0.9446,0,0,0,2949.63,0,0,17.2897,2.1178,68,96,0
4,0,695,944,94,1,0.8844,0.648808,0.8844,0,0,0,66462.43,0,0,0.7428,1.9233,41,42,0
8,0,647,942,12,2,0,0.01495,0.2181,0,0,0,231.49,0,0,663.2203,448.2856,71,64,0
10,0,666,860,29,1,0.9748,0.626718,1.1102,10,0,0,24372.01,0,0,0.7886,1.716,43,41,0
4,0,613,769,41,1,0.9617,0.680018,0.9644,3,0,0,48087.23,0,0,0.4356,1.0866,53,59,1
7,0,579,808,53,1,0.9494,0.83065,0.9767,0,0,0,47471.63,0,0,0.2717,0.8694,67,70,1
7,0,808,971,91,1,0.7231,0.64555,0.8059,0,0,0,67567.23,0,0,0.2238,0.3077,30,8,0
4,0,0,961,61,1,0.9439,0.438675,0.8878,0,0,0,18196.39,0,0,3.1525,6.5492,,,
6,0,802,977,135,3,,,,,0,0,,,,,,2,2,0
7,0,758,948,15,3,0.5833,0.539175,0.5833,0,0,0,14583.96,1,2,0.0305,0.1859,43,6,0
4,0,773,961,27,3,0.4103,0.574158,0.6672,0,0,0,10259.97,0,4,1.4619,0.3117,30,30,0
5,0,771,967,19,4,0.9056,0.77349,0.9107,0,0,0,45282.84,0,0,0.0504,0.1633,0,0,0
3,0,807,968,31,4,0,0.82142,0.0214,0,0,0,231.66,0,0,225.0128,0.2298,20,1,0
5,0,754,961,41,1,0,0,0,0,0,0,,,,,,13,13,0
7,0,758,930,53,1,0,0,0,0,0,0,,,,,,65,20,0
6,0,742,961,64,1,0.4455,0.671875,0.6421,1,0,0,44552.35,0,0,0.5634,0.1647,,,
7,0,747,966,74,1,0.9937,0.3459,0.9937,0,0,0,39751.79,1,3,0,0.707,8,8,0
3,0,746,959,78,3,,,,,0,0,,,,,,64,64,0
2,0,753,965,58,1,0,0,0,0,0,0,,,,,,28,10,0
9,0,800,963,82,1,0.9197,0.953325,1.3669,5,0,0,6473.88,0,0,3.8371,3.1663,27,30,0
9,0,757,921,60,1,0,0.0073,0,0,0,0,,,,,,6,6,0
6,0,788,967,72,1,0,0.0173,0.1557,0,0,0,868.36,0,0,5.067,5.067,23,23,0
4,0,788,966,96,1,0,0,0,0,0,0,,,,,,43,43,0
5,0,775,971,94,1,0,0.4319,0,0,0,1,7494.88,0,0,2.1601,1.3058,1,1,0
9,0,805,973,106,1,0,0.500863,0.7347,0,0,0,18368.59,2,2,0,0.6527,3,3,0
5,0,691,930,65,1,0.5191,0.248875,0.707,0,0,0,20766.33,0,0,7.4881,13.8247,57,14,0
9,0,706,924,61,2,0.8075,0.719975,0.8997,0,0,0,16151.58,0,0,0.1238,0.319,70,32,0
5,0,682,929,73,1,1.0073,0.82275,1.0073,2,0,0,50366.07,0,1,0.2421,0.3443,61,95,0
4,0,653,822,27,4,0.5316,0.497072,0.5316,0,0,0,10632.45,0,0,0,0.4347,100,100,0
4,0,705,917,39,4,0.9786,0.927083,0.9841,2,0,0,19573.13,0,1,0.129,0.3108,89,89,0
10,0,674,974,12,1,0.3843,0.371366,0.8029,0,0,0,3075.15,0,0,9.4413,7.9775,2,2,0
10,0,818,974,32,1,0.0956,0.1083,0.0956,0,0,0,9567.2,0,0,0.6136,0.8213,50,43,0
8,0,747,951,192,1,0.6182,0.67965,0.7007,0,0,0,60134.18,0,0,1.2457,0.8569,,,0
6,0,728,962,25,1,0.7751,0.795658,0.8498,0,0,0,77514.02,0,0,1.2139,1.1264,8,8,0
2,0,736,950,37,1,0.7908,0.7659,0.8942,0,0,0,79088.04,0,0,1.2597,1.2267,49,49,0
5,0,726,586,37,2,0.8018,0.566941,0.8018,0,0,0,24056.27,0,0,0.1299,0.369,73,20,0
10,0,727,938,97,2,0,0.3435,0,0,0,0,6871.03,0,0,0,0,77,77,0
4,0,650,937,146,1,0.0866,0.578836,0.4962,0,0,0,6495.36,0,0,10.4545,1.3785,82,90,0
6,0,648,944,158,1,0,0.194075,0.0205,0,0,0,14712,0,0,0.6104,1.7619,90,91,0
6,0,675,949,170,1,0,0.079233,0,0,0,0,13871.55,0,0,0.2521,1.9215,77,86,0
5,0,742,956,182,1,0.3423,0.190233,0.3423,0,0,0,25679.71,0,0,0.0557,2.3621,24,30,0
6,0,708,864,77,1,0,0,0.4201,0,0,0,,,,,,55,48,0
2,0,753,954,101,1,0,0.121666,0.2355,0,0,0,5134.7,0,0,15.1036,6.3732,43,30,0
3,0,775,959,113,1,0,0.172016,0.4918,0,0,0,21743.13,0,0,1.4118,5.0316,56,72,0
5,0,754,958,104,1,0.4664,0.421462,0.4664,0,0,0,6995.75,0,0,2.7802,2.3833,82,94,0
9,0,750,963,128,1,0,0.4546,0.006,1,0,0,90.05,0,0,0,0.9809,73,97,0
7,0,724,960,140,1,0,0.00205,0.0008,0,0,0,12.72,0,0,3.9308,0.3784,94,97,0
2,0,745,965,16,1,0.9373,0.427166,0.9361,0,0,0,47369.69,0,0,0.1272,0.1646,13,18,0
7,0,688,963,93,2,0.5941,0.571275,0.733,0,0,0,18240.81,0,3,0.2578,0.1522,62,19,0
8,0,736,966,30,1,0,0,0,0,0,0,,,,,,39,39,0
9,0,772,965,95,2,0.0025,0.199671,0.0025,0,0,0,,,,,,3,1,0
8,0,772,967,119,1,0.2266,0.16555,0.258,0,0,0,16995.32,0,1,0.147,0.1095,3,1,0
10,0,755,971,131,1,0.4836,0.220975,0.4836,0,0,0,36274.29,1,2,0,0.069,6,5,0
5,0,628,858,12,1,,,,,0,0,,,,,,53,47,0
4,0,556,492,24,1,,,,,,0,,,,,,84,92,0
5,0,590,745,36,1,0,0,0,0,0,0,,,,,,83,91,0
3,0,624,918,48,1,1.0125,0.411675,1.9939,1,0,0,2531.43,0,0,1.748,4.4116,12,16,0
5,0,676,924,198,4,0.1109,0.1588,0.1561,0,0,0,12706.77,0,0,3.3019,2.2192,27,27,0
7,0,812,968,203,1,,,,,0,0,,,,,,3,3,0
7,0,824,967,215,1,,,,,0,0,,,,,,10,10,0
4,0,805,970,115,1,0,0.15668,0,0,0,0,5562.46,0,0,3.3422,0.6303,39,43,0
8,0,824,973,127,1,0.0725,0.255781,0.0936,0,0,0,7255.67,0,2,0.3061,0.4328,16,10,0
3,0,592,876,13,1,0,0.20195,0.6123,2,0,0,1710.79,0,0,7.4945,11.0371,45,43,0
9,0,710,960,25,1,0.5868,0.48045,1.6175,6,0,0,2934.31,0,0,8.3385,6.0289,6,6,0
6,0,798,968,262,1,,,,,0,0,,,,,,0,0,0
8,0,815,973,106,2,0.7356,0.889933,0.9418,0,0,0,14712.9,0,0,0.5988,0.3641,0,0,0
10,0,579,132,13,1,,,,,,0,,,,,,69,0,0
4,0,671,856,25,1,0,0,0,0,0,0,,,,,,49,12,0
5,0,574,935,166,1,0.532,0.358275,0.532,0,0,0,10640.62,1,4,0,0.4591,62,62,1
4,0,0,968,178,1,0.3954,0.522125,0.3954,0,0,0,7908.42,1,6,0,0.0869,,,
9,0,0,968,190,1,0.3134,0.350066,0.3134,0,0,0,6269.67,4,8,0,0.03,50,36,0
4,0,700,969,257,4,0.9477,0.9757,0.9527,2,0,0,94772.67,0,0,0.0105,0.0093,9,9,0
6,0,788,953,119,2,0.193,0.707983,0.5075,1,1,1,2057.16,0,0,15.4416,4.8371,39,18,0
10,0,775,951,131,2,0.4417,0.24074,0.4417,0,0,0,4596.87,0,0,5.8066,9.7091,27,9,0
9,0,790,956,155,1,0,0.720766,0.9952,0,0,0,15045.54,0,0,2.3925,2.9823,67,28,0
8,0,709,928,139,3,0.5837,0.701227,0.7461,5,0,0,43780.45,0,0,0.8912,0.8845,50,40,0
8,0,719,964,151,3,0.8065,0.815166,0.9965,2,0,0,60488.48,0,0,0.6488,0.667,69,49,0
9,0,749,962,163,3,0.7527,0.803008,1.3247,5,0,0,56453.83,0,0,1.0423,0.7416,35,42,0
