seq,Credit_Default,BE_SCORE_ON_OD,BNI_SCORE_ON_OD,BUSAGE,BUSSTRUC,MAXLINEUTIL,AVGLINEUTIL12,MAXLINEBALRT,MAXTIMESLBAL12,DAYSDELQ,TOTDAYSDELQ12,TOTACBAL,MAXDELQ,TOTDELQ12,DEPOSITRT,AVGDEPRT12,ALL_OPEN_TRADE_UT,BR_OPEN_TRADE_UT,BR_TRADE_PAST_DUE
2,0,753,947,49,1,0,0.5363,0.3942,2,0,0,1204.11,0,0,136.92,54.6172,22,22,0
10,0,787,970,66,3,,,,,1,0,,,,,,5,5,0
3,0,786,972,78,3,,,,,2,0,,,,,,2,2,0
5,0,748,959,129,1,,,,,0,0,,,,,,0,0,0
3,0,734,943,141,1,,,,,0,0,,,,,,0,0,0
3,0,812,973,153,1,,,,,0,0,,,,,,0,0,0
3,0,821,972,165,1,1.0825,0.985142,1.2999,5,0,0,10825.29,0,1,0.3718,0.2918,0,0,0
3,0,710,950,52,1,0.6427,0.7082,0.9375,2,2,0,28921.65,0,0,1.825,2.0098,0,0,0
6,0,774,951,325,1,0,0.008,0.0072,0,0,0,562.64,0,0,531.9,531.9,39,39,0
9,0,832,971,337,1,0,0,0,0,0,0,,,,,,4,4,0
9,0,616,925,79,1,0.3901,0.462336,0.3901,0,0,0,11704.54,0,0,0.4971,1.4049,79,85,0
4,0,736,960,32,1,0.2229,0.2229,0.2229,0,0,0,10032.4,0,0,0,0,19,19,0
9,0,684,335,131,1,0.9546,0.792566,1.2325,5,0,0,71599.11,0,0,2.2128,1.8835,65,65,0
10,0,681,467,143,1,0.6024,0.92045,1.1665,12,0,0,45182.49,0,0,5.2237,2.1618,59,60,0
5,0,793,971,65,1,,,,,0,0,,,,,,14,14,0
10,0,787,972,77,1,,,,,0,0,,,,,,29,29,0
7,0,765,968,64,1,0,0.24938,0.6042,0,0,0,30142.24,0,0,0.9527,1.7493,13,5,0
9,0,679,771,102,1,0,0.31108,0.3661,0,0,0,14350.03,0,0,3.2608,1.4317,24,23,0
3,0,722,937,63,2,0.9628,0.644383,0.9899,0,0,0,96280.59,0,3,0.0337,0.0572,83,76,0
2,0,744,948,12,1,0,0.338266,0,1,0,0,62383.6,0,0,1.3386,1.3386,37,54,0
10,0,626,906,28,1,0,0,0.3536,5,0,0,,,,,,55,71,0
2,0,632,938,40,1,0,2.6823,0,2,0,0,80470.61,0,0,4.1097,4.1097,52,65,0
10,0,635,949,52,1,0,0.0347,0.0347,0,0,0,1041.97,0,0,0,0,88,78,0
6,0,669,961,64,1,0,0,0,0,0,0,,,,,,5,5,0
2,0,740,892,49,1,,,,,0,0,,,,,,27,17,0
3,0,782,964,61,1,,,,,0,0,,,,,,7,0,0
9,0,788,968,73,1,0,0,0,0,0,0,,,,,,4,0,0
3,0,780,961,85,1,0,0,0,0,0,0,,,,,,7,7,0
2,0,734,968,56,1,0.1638,0.3168,0.1638,0,0,0,12287.48,0,0,0,0.6853,2,2,0
6,0,632,909,65,1,0.187,0.701563,0.9313,0,0,0,14030.36,0,2,4.9652,1.0711,2,2,0
4,0,728,911,184,2,0.3146,0.108333,0.3175,0,0,0,18880.01,0,0,0.326,0.5207,9,9,0
6,0,0,968,76,1,0,0,0,0,0,0,,,,,,63,78,0
6,0,718,913,166,1,0,0.0141,0.1388,0,0,0,140.72,0,0,63.7246,63.7246,63,63,0
6,0,806,967,178,1,0,0,0,0,0,0,,,,,,45,12,0
2,0,806,969,190,1,0,0,0,0,0,0,,,,,,33,11,0
6,0,694,965,33,1,0.4241,0.23854,0.5742,0,0,0,21204.98,0,0,5.3126,10.5006,53,69,0
2,0,656,956,45,1,0,0,0,0,0,0,,,,,,77,83,0
7,0,668,919,57,1,0.3039,0.24355,0.603,0,0,0,15198.57,0,0,7.5666,9.034,19,33,0
4,0,806,967,178,3,0,0.643718,0.1821,0,0,0,4553.03,0,0,5.1372,0.7651,33,2,0
2,0,819,972,190,3,0,0.462814,0.2934,0,0,0,15347.46,0,0,0.8719,0.9736,33,3,0
2,0,641,853,21,1,,,,,0,0,,,,,,16,9,0
5,0,622,478,33,1,,,,,0,0,,,,,,77,86,0
7,0,0,969,31,1,0.2098,0.256245,0.2372,0,0,0,7065.8,0,0,1.0309,0.9291,,,
2,0,778,978,87,1,0,0.517912,0.6372,0,0,1,38224.39,0,2,0.0575,0.4791,5,3,0
9,0,,,13,1,0,0.4269,0.6366,1,0,0,4846.28,0,0,40.2908,9.3829,,,
9,0,786,959,37,1,0.0018,0.20374,0.3207,0,0,0,148.82,0,0,1604.5005,14.1738,25,9,0
5,0,756,964,117,2,0.5661,0.492262,0.9254,0,0,0,16983.54,0,0,0.9477,0.674,26,,0
3,0,744,964,129,2,0.8279,0.663025,1.0168,2,0,0,24837.08,0,0,0.5858,0.7748,80,,0
3,0,747,970,141,2,0.7138,0.808166,0.8366,3,0,0,21415.73,0,0,0.7304,0.6348,62,,0
7,0,812,969,153,2,0.1741,0.46508,0.4279,1,0,0,5223.58,0,0,1.8167,1.267,45,0,0
7,0,734,838,53,2,0.8339,0.652275,0.8339,1,0,0,12509.23,0,2,0.7674,0.6427,82,66,0
9,0,654,746,65,2,0.9228,0.98515,1.028,11,0,2,13843.21,1,8,0.1708,0.0862,88,95,0
4,0,754,955,255,1,0.9247,0.914342,0.9993,0,0,0,69358.78,0,0,0.1726,0.1617,11,13,0
5,0,680,912,72,2,0.7745,0.3548,0.7819,0,0,0,27108.05,0,1,0.2316,0.5107,71,32,0
7,0,668,803,84,2,0.8035,0.864158,0.889,0,0,0,28125.75,0,0,0.3875,0.221,62,80,0
7,0,645,900,44,2,0.8666,0.799891,0.9059,0,0,0,12999.85,0,1,0.0769,0.187,88,88,0
10,0,689,933,56,2,0.483,0.787175,0.5104,0,0,0,7245.63,0,6,0.069,0.088,73,50,0
5,0,778,949,53,1,0,0.257387,0.0614,0,0,0,4607.04,0,0,16.3826,2.6467,45,24,0
8,0,745,960,362,1,,,,,0,0,,,,,,78,24,0
5,0,665,930,4,1,0,0,0,0,0,0,,,,,,28,18,0
10,0,673,954,16,1,0,0,0,0,0,0,,,,,,38,33,0
7,0,564,858,17,1,0.8325,0.7971,0.8489,8,0,0,41626.37,0,0,0.52,1.0117,101,101,1
8,0,0,901,167,2,0,0.0319,0,0,0,0,2399.37,0,0,2.245,2.245,95,95,0
10,0,591,911,16,4,0,0.5593,0,1,0,0,3346.26,0,0,1.8355,9.5378,103,103,1
3,0,798,972,32,2,0.7235,0.583125,0.7371,0,0,0,32561.03,0,0,0.026,0.1345,21,8,0
8,0,641,510,16,4,,,,,,0,,,,,,62,40,0
8,0,735,957,28,4,,,,,0,0,,,,,,5,5,0
6,0,,,40,4,0,0,0,0,0,0,,,,,,,,
10,0,646,521,49,1,0.5132,0.726716,0.9534,8,0,0,10264.58,0,0,6.3911,3.5337,45,15,0
7,0,654,511,13,1,0.9764,0.888463,1.0527,5,0,0,87882.82,0,0,0.8823,0.7218,86,89,0
7,0,587,759,25,1,1.1058,0.927883,1.1566,10,0,0,99523.96,0,0,1.6941,1.4012,76,81,0
3,0,733,918,12,4,0,0.402133,0.1973,0,0,0,2857.83,0,1,2.0049,1.5639,80,25,0
4,0,636,912,48,1,0,0.787036,0.7585,2,0,0,21416.56,0,0,1.6638,1.1981,24,109,0
4,0,772,956,13,1,,,,,0,0,,,,,,5,5,0
8,0,599,903,153,1,0.9023,0.465844,0.9998,0,0,0,18046.73,0,0,0.7873,3.8704,1,0,0
5,0,668,769,149,2,0.2375,0.11935,1.0646,1,0,0,950.35,0,0,8.8954,8.8485,72,60,0
4,0,709,930,40,2,0,0.156885,0.0525,0,0,0,300.06,0,0,20.1368,0.9562,47,69,0
9,0,684,958,294,3,,,,,0,0,,,,,,52,,0
6,0,780,970,37,2,0,0,0,0,0,0,,,,,,5,5,0
6,0,770,963,438,1,0.3034,0.173266,0.3034,0,0,0,9101.77,0,0,0.1204,0.7136,14,15,0
5,0,746,961,450,1,0.359,0.35086,0.359,0,0,0,10771.3,0,0,0.1968,5.4666,28,32,0
2,0,741,948,462,1,0.7947,0.48905,0.8455,2,0,0,23843.28,0,0,0.1564,0.2056,37,39,0
3,0,735,964,48,3,0,0.03065,0.0367,0,0,0,,,,,,9,4,0
7,0,729,951,26,1,,,,,0,0,,,,,,53,31,0
9,0,697,920,62,1,,,,,0,0,,,,,,2,2,0
10,0,763,968,35,2,0.5568,0.35004,0.5811,0,0,0,55684.31,0,0,0.2125,0.4025,7,7,0
2,0,745,964,23,1,2.2861,2.423644,3.1036,9,0,0,22861.91,0,0,1.4136,0.8718,59,59,0
8,0,753,969,35,1,0.6296,1.642416,1.2178,12,0,0,6296.87,0,0,3.4875,1.7315,68,3,0
2,0,735,969,33,2,0,0,0,0,0,0,,,,,,34,,
8,0,810,972,24,2,0,2.2239,2.2239,2,0,0,22239.97,0,0,0.0163,0.0163,0,0,0
2,0,775,969,36,2,0,0.4356,0.2784,0,0,0,4121.16,0,0,3.4918,5.5815,59,0,0
10,0,677,936,256,1,0.4332,0.462509,0.5526,0,0,0,10831.77,0,4,0.3138,0.2306,66,66,0
7,0,709,924,268,1,0.5299,0.467991,0.5794,0,0,0,13249.84,0,2,0.1202,0.27,85,85,0
8,0,711,916,280,1,0.342,0.337883,0.3739,0,0,0,20524.19,0,0,0.3146,0.2584,71,75,0
5,0,722,955,66,1,0,0,0,0,0,0,,,,,,87,,0
7,0,707,970,78,1,0,0,0,0,0,0,,,,,,71,,
4,0,733,975,90,1,0,0,0,0,0,0,,,,,,28,32,0
8,0,0,969,54,2,1.2702,0.80929,1.2702,12,0,0,6350.85,0,0,1.1184,3.9715,,,
9,0,778,968,66,2,,1.10558,,9,,0,10449.53,0,0,1.9501,3.7856,0,0,0
3,0,757,938,46,1,,,,,0,0,,,,,,23,28,0
10,0,776,970,24,3,0,0,0,0,0,0,,,,,,55,0,0
2,0,720,970,61,1,0.2304,0.355654,0.5566,0,0,0,11521.82,0,1,1.9962,1.6238,14,5,0
10,0,625,949,264,2,0,0.161942,0,0,0,0,6758.91,0,1,5.4286,1.886,14,,
10,0,722,965,51,1,0.9875,0.749744,0.9875,0,0,0,49377.23,0,2,0.1209,0.0902,9,9,0
4,0,798,974,12,2,0.5344,0.349516,0.5344,0,0,0,53444.46,0,2,0.0052,0.005,3,3,0
7,0,745,973,52,2,0,0.2525,0.6057,0,0,0,12388.29,0,0,0.7808,1.371,31,3,0
6,0,781,952,295,1,0.476,0.654675,0.9224,0,0,0,47608.51,0,1,1.5267,0.4569,58,58,0
8,0,724,946,227,1,0.6925,0.678991,0.7635,0,0,0,51943.94,0,0,0.2242,0.1268,4,5,0
7,0,667,925,73,2,0.612,0.37928,0.6142,0,0,0,36722.19,0,0,0.1172,0.2975,38,44,0
5,0,664,800,158,1,,0,,0,0,0,,,,,,0,0,0
7,0,751,828,37,1,0,0.53488,0,0,0,0,,,0,,2.2167,32,31,0
8,0,731,951,148,1,,,,,,0,,,,,,57,5,0
6,0,774,965,160,1,,,,,0,0,,,,,,10,10,0
4,0,753,961,172,1,,,,,0,0,,,,,,73,10,0
3,0,738,949,165,4,,,,,,0,,,,,,46,10,0
9,0,735,961,189,4,,,,,0,0,,,,,,6,0,0
8,0,648,904,176,2,0,0.3782,0.0558,0,0,0,3748.24,0,0,1.1802,1.1967,53,2,0
7,0,745,969,47,1,,,,,0,0,,,,,,33,34,0
4,0,698,914,12,3,0.6092,0.4881,0.9397,1,0,1,3046.03,0,0,1.1614,1.8914,51,58,0
9,0,668,921,24,1,0.5436,0.523318,0.935,2,0,0,2718.06,0,0,3.726,3.0381,31,35,0
8,0,0,0,141,2,,,,,0,0,,,,,,,,
7,0,0,0,153,2,,,,,0,0,,,,,,,,
4,0,737,955,165,2,,,,,0,0,,,,,,26,30,0
9,0,576,842,18,4,1.0132,0.814091,1.7271,12,0,0,50664.32,0,0,8.3951,6.6305,102,102,0
5,0,690,884,36,2,0.5759,0.281409,0.5759,0,0,0,11519.11,0,0,0.2827,2.9737,76,35,0
6,0,758,940,48,2,0.493,0.528683,0.5183,0,0,0,36976.36,0,0,0.4441,0.4639,55,38,0
3,0,721,970,14,1,0,0,0,0,0,0,,,,,,35,,
8,0,696,950,26,1,0,0.7813,0,1,0,0,4688.03,0,0,8.553,8.553,79,79,0
8,0,808,971,585,2,0,0.196583,0.0065,0,0,0,8471.31,0,0,2.386,0.9197,0,0,0
7,0,686,944,38,2,0.3535,0.482991,0.4025,0,0,0,40257.87,0,0,0.0258,0.1558,68,66,0
2,0,695,934,60,1,0.0751,0.0548,0.1087,0,0,0,5639.12,0,0,1.8506,1.2854,58,56,0
6,0,691,802,42,1,0,0,0,0,0,0,,,,,,22,17,0
2,0,703,958,12,3,0,0,0,0,0,0,,,,,,57,3,0
3,0,728,964,24,3,0,0.0453,0.0453,0,0,0,,,,,,47,5,0
2,0,736,960,36,3,0.4064,0.3158,0.4064,0,0,0,14227.45,0,0,3.7421,3.6828,8,8,0
3,0,752,966,48,3,0.305,0.38169,0.6918,0,0,0,10678,0,0,5.0013,3.8344,4,4,0
3,0,768,961,25,2,0,0,0,3,0,0,,,,,,60,27,0
8,0,794,970,37,2,0,0.026,0.8404,1,0,0,208.31,0,0,234.9649,234.9649,33,32,1
10,0,776,964,85,2,0.1641,0.19128,0.1641,0,0,0,8205.04,0,0,0.4715,0.8374,24,7,0
9,0,689,925,280,3,0.1729,0.17296,0.3564,0,0,0,9511.99,0,0,2.9284,1.4596,56,38,0
6,0,717,887,292,3,0.162,0.255516,0.3407,0,0,0,8911.19,0,0,2.9352,1.5159,67,32,0
7,0,756,933,304,3,0.4235,0.1594,0.4235,0,0,0,23296.97,0,0,1.3112,2.8136,55,29,0
7,0,768,967,316,3,0.5608,0.462625,0.881,0,0,0,30654.17,0,0,0.9639,0.9151,38,17,0
6,0,698,958,47,1,0.895,0.874925,1.0025,9,0,0,71601.67,0,0,0.9075,0.7515,88,,
3,0,756,970,76,1,0.0006,0.035345,0.0006,0,0,0,34.75,0,1,20.2247,1.0935,4,6,0
8,0,764,934,88,1,0.451,0.239041,0.4881,0,0,0,22550.95,0,0,0.0886,0.0987,8,9,0
4,0,710,954,44,2,0.8274,0.838341,0.8321,0,0,0,12411.51,0,5,0.0161,0.0193,92,92,0
8,0,719,960,56,2,0.7981,0.809741,0.8028,0,0,0,11972.5,0,1,0.0167,0.0157,92,92,0
5,0,722,965,41,1,0.9881,0.877275,0.9913,4,0,0,53357.75,0,0,0.2507,0.5289,49,42,0
6,0,753,967,59,1,0.0498,0.262225,0.0498,0,0,0,4487.03,0,0,3.366,1.3245,50,34,0
3,0,669,887,81,1,0,0,0.3784,0,0,0,,,,,,74,87,0
2,0,611,963,93,1,0,0.90943,0.8648,9,0,0,8937.69,0,0,13.1528,7.2508,19,9,0
2,0,700,964,87,1,0,0.553,0,0,0,0,3245.99,0,0,3.5425,2.0926,83,,
5,0,754,946,65,1,0.7701,0.743383,0.8047,0,0,0,38505.94,0,0,0.3384,0.3895,41,41,0
9,0,782,968,77,1,0,0.3731,0.0001,0,0,0,15321.81,1,1,0,0.7396,48,46,0
5,0,584,236,59,1,0.99,0.838025,0.999,2,0,0,99005.52,0,0,0.0353,0.4078,52,56,0
7,0,753,966,211,1,0,0,0,0,0,0,,,,,,52,18,0
4,0,620,847,45,4,0.9509,0.837533,0.9803,1,0,0,38036.56,0,0,0.2847,0.5471,31,31,0
3,0,803,962,104,2,0,0.097566,0.634,0,0,0,30551.74,0,0,0.0934,0.2065,38,15,0
4,0,663,934,68,1,0.3089,0.348916,0.3581,0,0,0,4634.48,0,8,0.1726,0.0214,49,53,0
4,0,706,964,44,1,0,0,0,0,0,0,,,,,,5,5,0
8,0,714,948,16,1,0,0,0,0,0,0,,,,,,77,17,0
8,0,650,944,60,1,0.975,0.855916,0.997,0,0,0,19501.62,0,0,0.1277,0.2834,70,58,0
3,0,799,966,113,1,,,,,0,0,,,,,,2,2,0
2,0,802,969,125,1,,,,,,0,,,,,,11,11,0
7,0,768,957,29,2,0.3849,0.28842,0.3866,0,0,0,19246.04,0,0,0.5504,0.3135,50,50,0
5,0,594,639,26,2,,1.0164,,1,0,0,20328.36,0,0,0.7198,0.7198,84,,
7,0,554,671,38,2,,,,,0,0,,,,,,55,74,0
6,0,549,906,44,2,0,0.750683,0,5,0,0,8113.65,0,0,1.0467,1.2387,65,37,0
4,0,802,970,37,2,0.7407,0.592,0.854,1,0,0,55555.17,0,0,0.6082,0.7816,61,90,0
10,0,804,978,138,1,0.0531,0.2904,0.3009,0,0,0,5318.18,0,3,4.7008,0.1434,9,9,0
2,0,768,958,150,1,0.0301,0.1803,0.0394,0,0,0,3015.83,0,2,0.3315,0.6245,20,23,0
8,0,801,974,162,1,0.5815,0.616016,0.5815,0,0,0,58155.9,1,1,0,0.2404,66,29,0
5,0,751,918,53,1,0.8004,0.50969,0.8534,0,0,0,32018.48,0,1,0.159,0.5082,29,3,0
2,0,737,901,65,1,0.6772,0.5745,0.7646,0,0,0,40636.48,0,0,0.1476,0.2678,34,14,0
3,0,723,652,77,1,0.2156,0.590666,0.3928,0,0,0,12940.16,0,1,1.7159,0.3274,39,35,0
10,0,656,902,112,2,12.665,5.981422,12.665,12,0,5,37995.17,0,0,0.6275,2.4178,87,,
5,0,718,955,124,2,0.5413,0.876325,0.8164,4,0,5,16241.49,0,0,2.0399,1.4296,75,,
7,0,732,965,136,2,0.9342,1.00175,1.1499,9,0,0,46714.37,0,0,0.8397,0.7379,52,,
7,0,782,969,54,1,0,0,0,0,0,0,,,,,,0,0,0
8,0,782,976,66,1,0,0,0,0,0,0,,,,,,0,0,0
2,0,789,967,78,1,0,0,0,0,0,0,,,,,,8,8,0
3,0,780,955,90,1,0,0,0,0,0,0,,,,,,,,
2,0,716,968,36,1,0.0015,0.0015,0.0015,0,0,0,67.37,0,0,66.7953,66.7953,82,80,0
3,0,606,897,15,2,0.9961,1.002866,1.0053,8,0,0,49012.68,0,5,0.0076,0.0127,66,97,0
4,0,793,965,48,1,,,,,0,0,,,,,,10,10,0
4,0,758,963,268,4,1.0048,0.886,1.0055,3,0,0,30145.82,1,5,0.0066,0.0052,76,71,0
5,0,719,961,173,1,0,0.3255,0.5821,0,0,0,17510.3,0,0,13.4394,11.5119,19,4,0
6,0,772,948,189,1,0,0.1862,0,0,0,0,9311.12,0,0,24.5363,24.5363,57,,0
3,0,714,896,201,1,0,0,0,0,0,0,,,,,,73,,0
9,0,747,957,213,1,0,0,0,0,0,0,,,,,,28,18,0
6,0,719,939,34,2,0.1215,0.178633,0.1215,0,0,0,1949.22,0,0,3.0266,3.1626,74,74,0
8,0,663,906,46,2,0.1555,0.255142,0.3565,0,0,0,2494.89,0,0,6.119,2.1162,84,90,0
8,0,747,936,12,1,0.226,0.509366,0.2353,0,0,0,4520.94,0,0,2.8419,2.6714,55,28,0
9,0,681,927,15,2,0.7271,0.685533,0.7648,1,0,0,29087.59,0,1,0.3921,0.3605,72,,
2,0,702,944,27,2,0.5551,0.842733,0.5551,0,0,0,41634.66,0,0,0.115,0.3239,50,,
6,0,807,971,144,1,0,0,0,0,0,0,,,,,,11,11,0
3,0,827,969,156,1,,0,,0,0,0,,,,,,20,20,0
10,0,690,793,12,2,0.9119,0.822958,1.0127,8,0,0,13679.73,0,0,0.5917,0.7117,79,100,0
6,0,615,378,40,2,0.7369,0.83945,0.9935,2,0,0,29476.77,0,0,0.7828,0.2927,88,93,0
5,0,676,938,159,1,,,,,0,0,,,,,,61,61,0
10,0,701,949,171,1,,,,,0,0,,,,,,76,76,0
6,0,696,954,183,1,,,,,0,0,,,,,,73,73,0
7,0,595,936,150,4,0.1672,0.176275,0.1739,0,0,0,16725.51,0,4,0.0496,0.06,55,55,0
10,0,568,269,162,4,0.1585,0.162408,0.1585,0,0,0,15859.65,1,6,0,0.0138,95,95,0
4,0,601,865,174,4,0.149,0.152591,0.149,0,0,0,14908.9,1,5,0,0.0148,27,25,0
5,0,727,840,115,1,0.9885,0.524658,0.9989,0,0,0,44485.69,0,1,0.0714,0.1997,50,53,0
7,0,733,673,127,1,0.7753,0.845383,0.8823,0,0,0,34890.78,0,0,0.5094,0.2862,81,88,0
10,0,764,964,139,1,0.4333,0.877525,0.4385,1,0,0,43332.17,0,0,0.2875,0.3194,16,4,0
10,0,756,939,137,5,,,,,,0,,,,,,61,47,0
7,0,767,964,25,1,,,,,,1,,,,,,19,19,0
6,0,767,962,49,1,0.038,0.02252,0.0624,0,0,0,3802.86,0,0,0.6573,0.9018,5,5,0
2,0,781,962,166,3,1.0131,0.577475,1.0131,1,0,0,101312.65,0,0,0.568,0.8479,3,0,0
2,0,819,972,202,2,0.3603,0.3,0.8899,0,0,0,18015.81,0,0,10.556,7.3804,20,10,0
5,0,782,970,15,1,0.1802,0.353088,0.6377,7,0,0,1441.88,0,0,19.2447,5.2999,50,50,0
9,0,802,972,166,1,0,0,0,0,0,0,,,,,,,,
3,0,780,952,84,1,0,0,0,0,0,0,,,,,,47,18,0
5,0,781,967,197,1,0,0.306725,0.2314,0,0,0,33730.76,0,0,2.9407,4.7283,15,19,0
3,0,768,963,209,1,0.1983,0.44795,0.4066,0,0,0,19837.78,0,0,5.4427,2.0372,20,20,0
4,0,730,475,98,1,0,0,0.8699,0,0,0,,,,,,68,56,0
9,0,651,661,94,1,0.7513,0.571575,0.8718,0,0,0,30053.91,0,2,0.2062,0.313,58,67,0
7,0,728,938,106,1,0.8729,0.673975,0.8729,0,0,0,34917.49,1,4,0.04,0.1,13,8,0
2,0,672,878,14,1,,,,,0,0,,,,,,75,64,0
5,0,732,922,26,1,,,,,,0,,,,,,52,41,0
7,0,742,943,38,1,,,,,0,0,,,,,,57,23,0
7,0,709,930,19,1,0.95,0.890358,0.9907,0,0,0,38002.08,0,0,0.7195,0.4955,71,96,0
10,0,801,962,13,4,,,,,0,0,,,,,,1,1,0
5,0,756,937,25,4,,,,,,0,,,,,,61,29,0
10,0,789,968,37,4,,,,,0,0,,,,,,40,17,0
5,0,742,967,49,4,,,,,0,0,,,,,,21,5,0
4,0,822,972,45,1,0.5486,0.5486,0.5486,0,0,0,52122,0,0,0,0,26,0,0
5,0,773,959,111,1,0,0.154,0,0,1,0,640.81,0,0,12.4841,12.4841,9,5,0
8,0,781,961,110,3,0.1531,0.332445,0.286,0,0,0,7659.26,0,0,3.1278,1.2586,43,43,0
7,0,776,960,122,3,0,0.503728,0,0,0,0,14239.44,0,0,0.5373,0.863,32,37,0
6,0,769,979,133,1,,,,,0,0,,,,,,9,1,0
5,0,799,977,145,1,,,,,0,0,,,,,,49,71,0
5,0,761,968,132,2,0.2524,0.141783,0.3682,0,0,0,7572.17,0,0,0.5765,1.145,0,0,0
7,0,759,969,144,2,0.9071,0.610558,0.9999,0,0,0,27215.81,0,1,0.4423,0.4606,74,85,0
4,0,769,954,14,1,0,0.652533,0.8948,2,0,0,14080.18,0,0,9.1652,3.3045,73,31,0
6,0,753,956,38,2,0,0,0,0,0,0,,,,,,8,0,0
9,0,802,968,62,2,0.2606,0.383366,0.942,0,0,0,1563.83,0,0,3.4156,0.7739,0,0,0
2,0,,,70,2,0.2611,0.1297,0.317,0,0,0,10447.56,0,0,0.3283,1.5116,,,
7,0,739,852,36,1,0.9994,0.931283,1.2077,10,0,0,19988.18,0,0,1.5223,1.887,53,43,0
3,0,767,958,48,1,0.8345,0.911175,1.0331,10,0,0,16691.58,0,0,2.1365,1.6643,59,55,0
7,0,769,964,60,1,0.8829,0.928258,1.3071,12,0,0,17659.2,0,0,2.0629,2.0884,16,16,0
3,0,648,923,68,2,0.087,0.235444,0.329,0,0,0,870.46,0,0,5.6043,4.2763,39,35,0
7,0,736,951,198,1,0,0,0,0,0,0,,,,,,34,34,0
7,0,765,951,210,1,0,0,0,0,0,0,,,,,,45,45,0
4,0,798,969,222,1,0,0,0,0,0,0,,,,,,15,15,0
5,0,767,960,234,1,0,0,0,0,0,0,,,,,,27,27,0
10,0,801,954,103,4,0.698,0.605625,0.7689,1,0,0,13960.61,0,0,0.9203,1.7097,82,0,0
5,0,779,960,115,2,0.6251,0.645366,0.8769,0,0,0,12503.37,0,0,1.2968,1.3654,1,1,0
2,0,666,966,36,1,0,0,0,0,0,0,,,,,,17,17,0
7,0,0,0,43,1,0.7893,0.547208,0.7908,0,0,0,15786.17,0,0,0.8662,1.3514,,,
8,0,606,848,55,1,0,0.306316,0,0,0,0,,,0,,1.5159,83,100,0
10,0,651,904,81,1,0.1636,0.20255,0.1636,0,0,0,3273.05,0,0,11.2015,8.4049,48,,0
2,0,655,938,93,1,0.2559,0.399083,0.5191,0,0,0,5119.77,0,0,9.5023,4.7421,14,,
10,0,662,950,105,1,0,0.299733,0,0,0,0,5054.25,0,0,6.8304,6.2992,0,,
8,0,667,968,175,1,0,0,0,0,0,0,,,,,,66,66,0
7,0,665,915,187,1,0,0,0,0,0,0,,,,,,87,79,0
9,0,0,961,27,1,0.9081,0.590366,0.9142,0,0,0,13622.13,0,0,0.1632,1.8619,,,
8,0,0,821,39,1,0.9198,0.786325,0.9581,1,0,0,36794.78,0,0,0.1756,0.9541,65,65,0
10,0,636,889,51,1,0.998,0.955358,0.9986,0,0,0,69864.79,0,1,0.0715,0.3141,87,87,0
2,0,721,920,42,1,0.1081,0.495322,0.4952,0,0,0,10811.02,0,0,6.4054,1.585,4,5,0
4,0,714,963,141,2,0,0,0,0,0,0,,,,,,25,23,0
9,0,695,955,153,2,0,0,0,0,0,0,,,,,,28,30,0
9,0,750,969,165,2,0.0059,0.009,0.0059,0,0,0,59.41,0,0,0,191.8328,23,24,0
10,0,811,970,128,1,,,,,0,0,,,,,,10,19,0
2,0,737,963,69,2,0.5248,0.4623,0.5413,0,0,0,20992.3,0,0,0.6819,1.0367,15,15,0
9,0,793,970,81,2,0.6844,0.744233,0.795,0,0,0,34222.66,0,0,0.7006,0.6137,6,6,0
4,0,781,967,93,2,0.4232,0.4619,0.4889,0,0,0,31743.48,0,0,0.7372,0.8898,,,0
10,0,805,968,37,1,0,0,0,0,0,0,,,,,,60,58,0
5,0,670,908,30,1,0.4399,0.183833,0.4518,1,0,0,13198.1,0,0,2.4697,4.4386,69,62,0
5,0,698,920,42,1,0.6229,0.5519,0.8238,2,0,0,18687.29,0,0,2.2708,1.8896,19,7,0
7,0,706,964,34,1,0,0.097175,0,0,0,0,6082.41,0,0,2.6252,1.8338,35,35,0
3,0,752,954,44,1,,,,,2,0,,,,,,66,,0
10,0,720,964,67,4,0,0,0,0,0,0,,,,,,73,0,0
7,0,775,968,79,4,0,0,0,0,0,0,,,,,,,,0
9,0,700,966,362,1,0.0496,0.50214,0.6043,1,0,0,993.97,0,0,57.6625,6.871,12,1,0
3,0,608,755,12,2,0.7964,0.684885,0.9779,1,0,0,11946.3,0,0,0.6545,0.5766,76,90,0
9,0,695,891,24,2,0.3285,0.299325,0.4981,0,0,0,8214.99,0,0,1.2032,2.792,68,68,0
10,0,776,958,13,1,0,0,0,0,0,0,,,,,,43,43,0
5,0,797,970,169,1,0,0.2891,0,0,0,0,1557.68,0,0,10.6822,2.8771,16,16,0
3,0,724,962,181,1,0.5117,0.552827,0.5778,0,0,0,5117.1,0,2,1.8066,1.6226,40,40,0
9,0,617,865,19,1,0.4532,0.577962,2.1184,8,0,0,4532.91,0,0,12.7513,4.5166,37,48,0
10,0,641,813,31,1,0,0.2656,0.7822,3,0,0,2656.18,0,0,11.4458,11.4458,48,24,0
8,0,694,817,14,1,0.8952,0.672958,0.8952,4,0,0,13428.28,0,0,0.7618,2.6989,65,45,0
5,0,738,906,26,1,0.6017,0.651333,1.0072,4,0,0,9026.32,0,0,1.6186,2.58,67,45,0
10,0,735,888,186,1,0,0,0,0,0,0,,,,,,26,26,0
